,ego,activated,activated alters,timestep,true threshold,bin_var1,var1,var2
1350,8873,1,0,,-3.1475524592585065,0,-0.5264611959920825,-2.1564833878300473
1351,8880,1,0,,-0.5201374834267571,1,-1.7481611766388734,-0.05587398162425819
1352,8893,1,0,,-4.117271335927847,1,-1.8313315377432764,-0.9507193264490736
1353,8900,1,0,,-3.6968557415709933,1,-1.3420988067591968,-0.6037463044862685
1354,8908,1,0,,-1.2340569002474462,1,-1.8477522606136614,0.43055619606574635
1355,8912,1,0,,-0.014649908815378865,0,0.6603456784421183,-1.5656571843358316
1356,8913,1,0,,-3.300964226144504,1,-1.6583378069778063,-0.2553825154967032
1357,8916,1,0,,-3.2374910586131183,0,-1.8869689563605294,-0.5448493985914037
1358,8919,1,0,,-1.4073219409684898,1,0.4909998616794534,-2.406216734531679
1359,8934,1,0,,-1.134250766398932,1,-0.359692440788615,-1.8232094137312183
1360,8935,1,0,,-2.6771928098700797,1,-0.9449849271736204,-0.9608344681082721
1361,8937,1,0,,-7.537969585036253,1,-1.898216799740395,-2.156807596013453
1362,8938,1,0,,-0.1940132362277766,0,-1.30604429226188,-0.3219700651372262
1363,8952,1,0,,-1.9203191614629669,0,-0.40349276497629694,-1.4742903705664574
1364,8953,1,0,,-1.3927861807681514,1,-0.7012525808917477,-0.587536674487471
1365,8958,1,0,,-1.0348928159353492,1,-0.30357788138835184,-1.5762657360977725
1366,8962,1,0,,-0.7394995438738367,0,-0.6212989365250062,-1.2851798332782225
1367,8969,1,0,,-0.0655901300158712,1,-0.8895334573541611,-0.4892989576441698
1368,8972,1,0,,-6.073586597927656,1,-1.7313155256687818,-1.1177963692377293
1369,8987,1,0,,-0.11612748021847241,0,-0.9687267357324915,-1.091348518580069
1370,8990,1,0,,-5.66414192891862,1,-1.6408680712813413,-1.2294048359046832
1371,8996,1,0,,-1.3460377825654009,0,-2.941995859578974,0.7289243339545336
1372,9004,1,0,,-1.196520348673298,1,-1.192193415997241,-1.176950439097736
1373,9020,1,0,,-0.3578737080821649,0,-1.379661238762473,-0.4587826661008715
1374,9030,1,0,,-0.9311626350027693,0,-0.7302013875736797,-1.2718540112464525
1375,9033,1,0,,-0.25613702771967106,1,0.3945671141107405,-1.497675790397798
1376,9034,1,0,,-0.5810158141362919,1,-2.4783357333168166,1.1407122005595887
1377,9045,1,0,,-1.2528915147771884,0,-1.0650468818053453,-0.7300637801824525
1378,9049,1,0,,-0.09013185750205888,0,-0.22179323927905603,-0.8534853052529894
1379,9051,1,0,,-1.7872484786078031,1,-1.0374986202580276,-0.5724166907943204
1380,9074,1,0,,-4.299173286096066,0,-0.7678097888472948,-2.103491443660724
1381,9078,1,0,,-3.8602522971074453,1,-2.109633658179126,-0.4545478998621739
1382,9087,1,0,,-0.47570426430082535,1,-0.06525130496943583,-1.431873108152164
